1000.0 237702 0.00593
2000.0 150886 0.00376
3000.0 124239 0.00310
4000.0 106671 0.00266
5000.0 99478 0.00248
6000.0 91719 0.00229
7000.0 87198 0.00217
8000.0 84335 0.00210
9000.0 83273 0.00208
10000.0 131421 0.00328
11000.0 77713 0.00194
12000.0 75211 0.00188
13000.0 74603 0.00186
14000.0 73856 0.00184
15000.0 74556 0.00186
16000.0 72623 0.00181
17000.0 72680 0.00181
18000.0 72956 0.00182
19000.0 73805 0.00184
20000.0 117531 0.00293
21000.0 74560 0.00186
22000.0 75711 0.00189
23000.0 75715 0.00189
24000.0 75610 0.00189
25000.0 77405 0.00193
26000.0 77703 0.00194
27000.0 78786 0.00196
28000.0 80033 0.00200
29000.0 80924 0.00202
30000.0 233301 0.00582
31000.0 82124 0.00205
32000.0 83360 0.00208
33000.0 83905 0.00209
34000.0 85107 0.00212
35000.0 86237 0.00215
36000.0 86911 0.00217
37000.0 89062 0.00222
38000.0 89391 0.00223
39000.0 90848 0.00227
40000.0 143356 0.00357
41000.0 93691 0.00234
42000.0 94933 0.00237
43000.0 96364 0.00240
44000.0 97331 0.00243
45000.0 99688 0.00249
46000.0 99988 0.00249
47000.0 101871 0.00254
48000.0 102841 0.00256
49000.0 106265 0.00265
50000.0 173038 0.00431
51000.0 108001 0.00269
52000.0 108934 0.00272
53000.0 109518 0.00273
54000.0 110606 0.00276
55000.0 111968 0.00279
56000.0 113885 0.00284
57000.0 114810 0.00286
58000.0 115684 0.00288
59000.0 116966 0.00292
60000.0 185750 0.00463
61000.0 120228 0.00300
62000.0 121960 0.00304
63000.0 121694 0.00303
64000.0 123189 0.00307
65000.0 124679 0.00311
66000.0 126350 0.00315
67000.0 127729 0.00318
68000.0 128756 0.00321
69000.0 128137 0.00319
70000.0 206506 0.00515
71000.0 131572 0.00328
72000.0 131495 0.00328
73000.0 133112 0.00332
74000.0 133416 0.00333
75000.0 134308 0.00335
76000.0 134811 0.00336
77000.0 136288 0.00340
78000.0 135811 0.00339
79000.0 136089 0.00339
80000.0 224296 0.00559
81000.0 137545 0.00343
82000.0 137740 0.00343
83000.0 137866 0.00344
84000.0 137977 0.00344
85000.0 139189 0.00347
86000.0 138889 0.00346
87000.0 138378 0.00345
88000.0 138738 0.00346
89000.0 140103 0.00349
90000.0 232505 0.00580
91000.0 139621 0.00348
92000.0 140411 0.00350
93000.0 140051 0.00349
94000.0 139171 0.00347
95000.0 140536 0.00350
96000.0 139976 0.00349
97000.0 140810 0.00351
98000.0 140359 0.00350
99000.0 141084 0.00352
100000.0 288599 0.00720
101000.0 140797 0.00351
102000.0 139982 0.00349
103000.0 140284 0.00350
104000.0 139472 0.00348
105000.0 139493 0.00348
106000.0 139254 0.00347
107000.0 139466 0.00348
108000.0 138458 0.00345
109000.0 138583 0.00346
110000.0 246838 0.00615
111000.0 138561 0.00345
112000.0 138463 0.00345
113000.0 137860 0.00344
114000.0 137520 0.00343
115000.0 137168 0.00342
116000.0 136903 0.00341
117000.0 136383 0.00340
118000.0 136454 0.00340
119000.0 136566 0.00341
120000.0 246623 0.00615
121000.0 136094 0.00339
122000.0 135622 0.00338
123000.0 134270 0.00335
124000.0 133898 0.00334
125000.0 134687 0.00336
126000.0 133852 0.00334
127000.0 134132 0.00334
128000.0 133414 0.00333
129000.0 131538 0.00328
130000.0 248887 0.00621
131000.0 132060 0.00329
132000.0 131621 0.00328
133000.0 132230 0.00330
134000.0 130582 0.00326
135000.0 129579 0.00323
136000.0 130446 0.00325
137000.0 130238 0.00325
138000.0 128763 0.00321
139000.0 128408 0.00320
140000.0 246046 0.00613
141000.0 126775 0.00316
142000.0 126931 0.00316
143000.0 127058 0.00317
144000.0 126097 0.00314
145000.0 126281 0.00315
146000.0 125072 0.00312
147000.0 123845 0.00309
148000.0 124265 0.00310
149000.0 124165 0.00310
150000.0 242244 0.00604
151000.0 122070 0.00304
152000.0 121696 0.00303
153000.0 120534 0.00301
154000.0 119997 0.00299
155000.0 121043 0.00302
156000.0 119520 0.00298
157000.0 118871 0.00296
158000.0 118884 0.00296
159000.0 117819 0.00294
160000.0 239124 0.00596
161000.0 116339 0.00290
162000.0 115649 0.00288
163000.0 115073 0.00287
164000.0 115217 0.00287
165000.0 114461 0.00285
166000.0 113178 0.00282
167000.0 113618 0.00283
168000.0 111541 0.00278
169000.0 111740 0.00279
170000.0 230542 0.00575
171000.0 109910 0.00274
172000.0 109347 0.00273
173000.0 109642 0.00273
174000.0 108048 0.00269
175000.0 108528 0.00271
176000.0 108047 0.00269
177000.0 106248 0.00265
178000.0 105621 0.00263
179000.0 105823 0.00264
180000.0 221866 0.00553
181000.0 103923 0.00259
182000.0 103629 0.00258
183000.0 102822 0.00256
184000.0 102665 0.00256
185000.0 101565 0.00253
186000.0 100884 0.00252
187000.0 100975 0.00252
188000.0 99922 0.00249
189000.0 98741 0.00246
190000.0 213649 0.00533
191000.0 98285 0.00245
192000.0 96862 0.00242
193000.0 97001 0.00242
194000.0 95913 0.00239
195000.0 95670 0.00239
196000.0 95061 0.00237
197000.0 95193 0.00237
198000.0 94185 0.00235
199000.0 92903 0.00232
200000.0 210678 0.00525
201000.0 91471 0.00228
202000.0 91101 0.00227
203000.0 90679 0.00226
204000.0 89274 0.00223
205000.0 88934 0.00222
206000.0 89206 0.00222
207000.0 87401 0.00218
208000.0 87433 0.00218
209000.0 86466 0.00216
210000.0 194267 0.00484
211000.0 85605 0.00213
212000.0 85045 0.00212
213000.0 84062 0.00210
214000.0 83239 0.00208
215000.0 83207 0.00207
216000.0 83054 0.00207
217000.0 81685 0.00204
218000.0 81249 0.00203
219000.0 80200 0.00200
220000.0 185226 0.00462
221000.0 79550 0.00198
222000.0 79214 0.00198
223000.0 78788 0.00196
224000.0 78688 0.00196
225000.0 77849 0.00194
226000.0 76504 0.00191
227000.0 76220 0.00190
228000.0 75538 0.00188
229000.0 75193 0.00187
230000.0 176901 0.00441
231000.0 73797 0.00184
232000.0 73646 0.00184
233000.0 73217 0.00183
234000.0 72358 0.00180
235000.0 71865 0.00179
236000.0 71236 0.00178
237000.0 71148 0.00177
238000.0 69900 0.00174
239000.0 69913 0.00174
240000.0 168040 0.00419
241000.0 69209 0.00173
242000.0 68047 0.00170
243000.0 67506 0.00168
244000.0 67145 0.00167
245000.0 66362 0.00165
246000.0 66189 0.00165
247000.0 65676 0.00164
248000.0 65330 0.00163
249000.0 64579 0.00161
250000.0 156811 0.00391
251000.0 64169 0.00160
252000.0 63115 0.00157
253000.0 63278 0.00158
254000.0 62422 0.00156
255000.0 61595 0.00154
256000.0 61228 0.00153
257000.0 61266 0.00153
258000.0 60620 0.00151
259000.0 60478 0.00151
260000.0 148341 0.00370
261000.0 58890 0.00147
262000.0 59025 0.00147
263000.0 58220 0.00145
264000.0 57768 0.00144
265000.0 57011 0.00142
266000.0 57561 0.00144
267000.0 56243 0.00140
268000.0 56263 0.00140
269000.0 55206 0.00138
270000.0 139840 0.00349
271000.0 54547 0.00136
272000.0 54670 0.00136
273000.0 53892 0.00134
274000.0 53067 0.00132
275000.0 53055 0.00132
276000.0 52591 0.00131
277000.0 52240 0.00130
278000.0 51879 0.00129
279000.0 51182 0.00128
280000.0 129678 0.00323
281000.0 50776 0.00127
282000.0 50343 0.00126
283000.0 49807 0.00124
284000.0 49625 0.00124
285000.0 48815 0.00122
286000.0 48549 0.00121
287000.0 48096 0.00120
288000.0 47501 0.00118
289000.0 47095 0.00117
290000.0 122066 0.00304
291000.0 45952 0.00115
292000.0 46087 0.00115
293000.0 45899 0.00114
294000.0 45455 0.00113
295000.0 44801 0.00112
296000.0 44599 0.00111
297000.0 44199 0.00110
298000.0 43617 0.00109
299000.0 43280 0.00108
300000.0 115637 0.00288
301000.0 42557 0.00106
302000.0 42074 0.00105
303000.0 41572 0.00104
304000.0 41956 0.00105
305000.0 41253 0.00103
306000.0 40957 0.00102
307000.0 40219 0.00100
308000.0 40150 0.00100
309000.0 39855 0.00099
310000.0 104469 0.00260
311000.0 39187 0.00098
312000.0 38586 0.00096
313000.0 38395 0.00096
314000.0 38217 0.00095
315000.0 37512 0.00094
316000.0 37568 0.00094
317000.0 37168 0.00093
318000.0 36604 0.00091
319000.0 36362 0.00091
320000.0 99000 0.00247
321000.0 35581 0.00089
322000.0 35298 0.00088
323000.0 35135 0.00088
324000.0 34660 0.00086
325000.0 34270 0.00085
326000.0 34624 0.00086
327000.0 33935 0.00085
328000.0 33753 0.00084
329000.0 33488 0.00083
330000.0 91313 0.00228
331000.0 32603 0.00081
332000.0 32381 0.00081
333000.0 32166 0.00080
334000.0 31963 0.00080
335000.0 31906 0.00080
336000.0 31212 0.00078
337000.0 31220 0.00078
338000.0 31091 0.00078
339000.0 30489 0.00076
340000.0 84192 0.00210
341000.0 30507 0.00076
342000.0 29885 0.00075
343000.0 29685 0.00074
344000.0 29530 0.00074
345000.0 28880 0.00072
346000.0 28986 0.00072
347000.0 28361 0.00071
348000.0 28227 0.00070
349000.0 28288 0.00071
350000.0 79017 0.00197
351000.0 27635 0.00069
352000.0 27371 0.00068
353000.0 27293 0.00068
354000.0 26511 0.00066
355000.0 26947 0.00067
356000.0 26773 0.00067
357000.0 26442 0.00066
358000.0 26089 0.00065
359000.0 26054 0.00065
360000.0 73692 0.00184
361000.0 25383 0.00063
362000.0 25304 0.00063
363000.0 25093 0.00063
364000.0 24918 0.00062
365000.0 24786 0.00062
366000.0 24231 0.00060
367000.0 24218 0.00060
368000.0 24235 0.00060
369000.0 23501 0.00059
370000.0 68501 0.00171
371000.0 23467 0.00059
372000.0 23165 0.00058
373000.0 23254 0.00058
374000.0 22983 0.00057
375000.0 22681 0.00057
376000.0 22403 0.00056
377000.0 22416 0.00056
378000.0 22027 0.00055
379000.0 21937 0.00055
380000.0 63725 0.00159
381000.0 21552 0.00054
382000.0 21478 0.00054
383000.0 21772 0.00054
384000.0 21146 0.00053
385000.0 21062 0.00053
386000.0 21029 0.00052
387000.0 20812 0.00052
388000.0 20644 0.00051
389000.0 20424 0.00051
390000.0 59088 0.00147
391000.0 20198 0.00050
392000.0 19994 0.00050
393000.0 19792 0.00049
394000.0 19436 0.00048
395000.0 19789 0.00049
396000.0 19315 0.00048
397000.0 19339 0.00048
398000.0 19255 0.00048
399000.0 18929 0.00047
400000.0 58656 0.00146
401000.0 18845 0.00047
402000.0 18544 0.00046
403000.0 18511 0.00046
404000.0 18069 0.00045
405000.0 18184 0.00045
406000.0 17913 0.00045
407000.0 17947 0.00045
408000.0 17731 0.00044
409000.0 17633 0.00044
410000.0 51513 0.00128
411000.0 17411 0.00043
412000.0 17277 0.00043
413000.0 17049 0.00043
414000.0 16889 0.00042
415000.0 16953 0.00042
416000.0 16518 0.00041
417000.0 16606 0.00041
