lat,lon
-22.9061572,-43.3016901
-22.8962479,-43.310683
-22.8755126,-43.3126854
-22.9276909,-43.2387103
-22.93344,-43.2452657
-22.9115803,-43.2219265
-22.8633114,-43.2874144
-22.7897272,-43.1875303
-22.8878292,-43.3139281
-22.8662487,-43.2873864
-22.8733084,-43.2983722
-22.9259878,-43.2342166
-22.7903131,-43.1864759
-22.8919741,-43.2827712
-22.920756,-43.2469639
-22.9062291,-43.2764127
-22.8797696,-43.3146313
-22.9048,-43.2777479
-22.869578,-43.2868898
-22.8852979,-43.3158357
-22.8970336,-43.2568787
-22.8898566,-43.2819557
-22.9070108,-43.2890613
-22.8832699,-43.3192056
-22.9138111,-43.2536662
-22.9125015,-43.2642198
-22.8487989,-43.3454512
-22.8652825,-43.3502672
-22.9284086,-43.3704534
-22.8624189,-43.255433
-22.808397,-43.3282671
-22.8654407,-43.2559061
-22.8238835,-43.3214769
-22.9284086,-43.3704534
-22.8616649,-43.2570444
-22.8613823,-43.2570281
-22.8058687,-43.3286987
-22.9192855,-43.3685541
-22.9161523,-43.3668618
-22.8987313,-43.3494589
-22.851627,-43.2792395
-22.8614521,-43.3436333
-22.86986,-43.3457883
-22.9176387,-43.3598701
-22.8620705,-43.3419248
-22.8387247,-43.3082341
-22.8475238,-43.2690736
-22.9159664,-43.3686817
-22.916318,-43.3543094
-22.8396092,-43.309601
-22.9137399,-43.3686521
-22.976367,-43.1932827
-22.9735314,-43.1925602
-22.9195811,-43.211199
-22.912774,-43.1917878
-22.9115608,-43.1933291
-22.9770577,-43.1895999
-22.9756007,-43.1929085
-22.8988293,-43.1979228
-22.9494455,-43.1865848
-22.9348103,-43.2339126
-22.8097999,-43.1976828
-22.8083365,-43.1987234
-22.8995099,-43.2701067
-22.8994001,-43.2701091
-22.8959576,-43.2894661
-22.9089132,-43.2831609
-22.8966558,-43.2723793
-22.9130008,-43.2420974
-22.922539,-43.2280824
-22.9231932,-43.228066
-22.8129298,-43.185964
-22.8122567,-43.185043
-22.9086903,-43.2833049
-22.9445149,-43.2623966
-22.9230069,-43.256312
-22.8949042,-43.2854987
-22.9396682,-43.1753377
-22.9395164,-43.1756227
-22.899731,-43.2689809
-22.944371,-43.2585557
-22.9220306,-43.2560151
-22.8143008,-43.1922704
-22.8956365,-43.2851599
-22.93172,-43.2342716
-22.9088551,-43.2867625
-22.8301455,-43.4043636
-22.8591644,-43.3201469
-22.8999585,-43.306183
-22.9311212,-43.3731492
-22.8286545,-43.3453945
-22.8576962,-43.3455382
-22.8593624,-43.3266828
-22.8682805,-43.3617587
-22.8882835,-43.3278124
-22.8453449,-43.3472769
-22.835832,-43.406059
-22.8434531,-43.3480918
-22.8948911,-43.2871988
-22.8297348,-43.3535347
-22.829976,-43.3518514
-22.889251,-43.3203036
-22.8427982,-43.3485775
-22.8423524,-43.3493051
-22.8788974,-43.2621682
-22.8484261,-43.3192432
-22.8440935,-43.351663
-22.8439002,-43.3516394
-22.8789746,-43.2624057
-22.8705712,-43.3675845
-22.8744236,-43.29713
-22.8460972,-43.3515277
-22.8311086,-43.4046384
-22.8441721,-43.2683374
-22.8437055,-43.2685033
-22.71682,-43.5718797
-22.8036815,-43.3748543
-22.7339023,-43.4222163
-22.776207,-43.2871278
-22.8016333,-43.3744595
-22.8028268,-43.376661
-22.7421923,-43.4177253
-22.8039157,-43.3747495
-22.8413244,-43.27362
-22.7195609,-43.3282584
-22.8498152,-43.2588123
-22.7203946,-43.566101
-22.7836092,-43.3379152
-22.8072244,-43.397647
-22.8473484,-43.2526411
-22.7340178,-43.4668565
-22.7138431,-43.5673025
-22.7144701,-43.5642988
-22.7135905,-43.5659098
-22.7162194,-43.5679032
-22.7019914,-43.5292894
-22.8059435,-43.4102448
-22.8059435,-43.4102448
-22.8057016,-43.3939262
-22.8091601,-43.3847696
-22.8062444,-43.4098695
-22.7986456,-43.392799
-22.7393521,-43.4132901
-22.8057219,-43.3924746
-22.7633544,-43.2811577
-22.8017547,-43.3727157
-22.7152704,-43.5737165
-22.5143068,-44.0671202
-22.5300454,-44.1832507
-22.9845481,-43.2017592
-22.9840745,-43.2074858
-22.9852708,-43.2072865
-22.9845404,-43.1986606
-22.9845404,-43.1986606
-22.7834452,-43.302453
-22.5258179,-44.1012978
-22.7290163,-43.4107128
-22.7919997,-43.2881896
-22.765509,-43.3427426
-22.7915451,-43.2875696
-22.7868945,-43.3419415
-22.7293418,-43.5236543
-22.7632738,-43.3493794
-22.5543533,-43.7453634
-22.8157974,-43.4070463
-22.7132688,-43.5204391
-22.7829789,-43.3018727
-22.7496966,-43.4331702
-22.7899868,-43.3355012
-22.7627062,-43.351189
-22.5395579,-44.0771343
-22.7424184,-43.5092872
-22.7376939,-43.5091076
-22.7790615,-43.305808
-22.5543533,-43.7453634
-22.7277097,-43.4054564
-22.7324491,-43.5129588
-22.7212724,-43.5223175
-22.8420085,-43.2635507
-22.8782726,-43.3731734
-22.8474597,-43.3726619
-22.8665706,-43.3650834
-22.832042,-43.3188902
-22.8317264,-43.3188392
-22.8310428,-43.3189968
-22.8766047,-43.3739315
-22.8296203,-43.319159
-22.8322969,-43.3175148
-22.840586,-43.2619485
-22.8667947,-43.3600589
-22.8552353,-43.2552935
-22.8673135,-43.3630152
-22.866749,-43.3634115
-22.8466529,-43.3723002
-22.8281179,-43.3170189
-22.8568301,-43.2567165
-22.8495153,-43.2522928
-22.8290228,-43.393339
-22.8503057,-43.3498234
-22.8333649,-43.3092389
-22.8724019,-43.3609274
-22.9129094,-43.5517797
-22.8776868,-43.4585243
-22.7319167,-43.4771313
-22.8675594,-43.4643838
-22.9066972,-43.5608566
-22.7320014,-43.4766503
-22.9135576,-43.5432428
-22.9188219,-43.6478669
-22.9188219,-43.6478669
-22.7529491,-43.4486772
-22.7593326,-43.4477344
-22.7470066,-43.4511718
-22.8578103,-43.4433996
-22.8578103,-43.4433996
-22.9131608,-43.5600938
-22.6790016,-43.4458169
-22.8172598,-43.2947712
-22.8785084,-43.4734508
-22.9135573,-43.5589739
-22.753757,-43.448677
-22.723298,-43.4114826
-22.8172598,-43.2947712
-22.8830066,-43.473411
-22.8878001,-43.4734648
-22.8721059,-43.4271335
-22.8145507,-43.2949149
-22.8153659,-43.2935458
-22.8887725,-43.235671
-22.7299165,-43.4596822
-22.7837508,-43.3006793
-22.7189309,-43.5528842
-22.7189309,-43.5528842
-22.8131077,-43.4328213
-22.706629,-43.4297719
-22.8146461,-43.4323466
-22.7831896,-43.3001812
-22.7843388,-43.301095
-22.8090893,-43.4096608
-22.7806656,-43.3000041
-22.7817599,-43.298266
-22.8169805,-43.4314344
-22.233333,-44.083333
-22.5273932,-44.0918658
-22.7228579,-43.519616
-22.8048657,-43.4027452
-22.7997033,-43.3614443
-22.724338,-43.5191524
-22.7997033,-43.3614443
-22.7790577,-43.3430913
-22.5191974,-44.0910325
-22.802109,-43.3598418
-22.691132,-43.4297478
-22.6778827,-43.42791
-22.8113974,-43.4095452
-22.7803359,-43.3006281
-22.8009495,-43.3591217
-22.7641099,-43.3394083
-22.7644014,-43.3393336
-22.8117115,-43.4100476
-22.7981827,-43.3589244
-22.7200894,-43.4335975
-22.7038439,-43.4275319
-22.7224139,-43.5380671
-22.7428267,-43.4373624
-22.5447702,-44.1809244
-22.5171369,-44.1914119
-22.9789805,-43.2241427
-22.9300282,-43.1776712
-22.9816698,-43.4951688
-22.9193399,-43.2551968
-22.7995314,-43.1879823
-22.905458,-43.2770621
-22.8930396,-43.3101685
-22.8915802,-43.3084452
-22.9388779,-43.1888178
-22.8947804,-43.3038631
-22.932798,-43.183085
-22.9353647,-43.184056
-22.9292835,-43.2279535
-22.7877742,-43.173505
-22.8490338,-43.3065764
-22.8498799,-43.3068714
-22.9180257,-43.2483012
-22.7983159,-43.1937436
-22.9315466,-43.1793816
-22.905405,-43.2685973
-22.7911405,-43.1808556
-22.9318909,-43.1809355
-22.8478627,-43.372389
-22.8773212,-43.2932393
-22.8781461,-43.317751
-22.8678761,-43.2672937
-22.8431889,-43.3085175
-22.8672823,-43.2671748
-22.8804131,-43.2986616
-22.9262156,-43.3567158
-22.8544539,-43.345786
-22.8540699,-43.3475755
-22.8553734,-43.3689721
-22.9314522,-43.3723423
-22.8432229,-43.3782873
-22.8470844,-43.379717
-22.9290984,-43.3790033
-22.8413681,-43.3065947
-22.9262156,-43.3567158
-22.8253297,-43.4070922
-22.8441401,-43.3774919
-22.8522711,-43.3487576
-22.9300542,-43.369888
-22.852642,-43.2819772
-22.8699543,-43.2616301
-22.8459085,-43.3763841
-22.8482199,-43.2771412
-22.8779872,-43.3253605
-22.8568321,-43.3428907
-22.8797042,-43.3257805
-22.9876132,-43.1937724
-22.8292689,-43.2874202
-22.8226921,-43.3080163
-22.983532,-43.1936785
-22.984082,-43.1912088
-22.8294824,-43.3007435
-22.5652663,-44.1772832
-22.984082,-43.1912088
-22.910828,-43.1938154
-22.8333305,-43.3024428
-22.5312792,-44.1878195
-22.9819997,-43.1946517
-23.016403,-43.4578145
-23.0164104,-43.4578888
-22.8409684,-43.2652938
-22.4862016,-44.1289708
-22.9830972,-43.1915465
-22.8404715,-43.2653249
-22.8359619,-43.3048212
-22.9347574,-43.1781455
-22.934678,-43.181128
-22.934678,-43.181128
-22.9348848,-43.1783387
-22.9213164,-43.2640834
-22.9360392,-43.182251
-22.917393,-43.2447551
-22.9397404,-43.1767493
-22.954288,-43.192232
-22.9519097,-43.1861158
-22.792583,-43.1668446
-22.7896109,-43.1656338
-22.9213708,-43.2663774
-22.9344903,-43.177472
-22.9131707,-43.1909932
-22.9163991,-43.1862487
-22.9319469,-43.1811019
-22.8765498,-43.2861775
-22.8931412,-43.286558
-22.8933102,-43.2865337
-22.8782219,-43.2880147
-22.9104482,-43.1918138
-22.9120443,-43.1866354
-22.8782424,-43.3343312
-22.8919367,-43.2867315
-22.8752186,-43.2977747
-22.8702003,-43.3117916
-22.9305396,-43.1790156
-22.8636686,-43.3084246
-22.8689523,-43.2881228
-22.8853425,-43.2962072
-22.867081,-43.2925114
-22.8238869,-43.330407
-22.8105878,-43.3709666
-22.8096969,-43.3728605
-22.807673,-43.3721993
-22.9089124,-43.2708864
-22.8865259,-43.2999924
-22.8687393,-43.3394686
-22.8069052,-43.3709343
-22.8860133,-43.300294
-22.8724231,-43.3411587
-22.9089124,-43.2708864
-22.874384,-43.2766659
-22.8231702,-43.3282178
-22.8099435,-43.3679716
-22.8648521,-43.2926833
-22.8191619,-43.1795593
-22.8231702,-43.3282178
-22.8231702,-43.3282178
-22.8231702,-43.3282178
-22.8231702,-43.3282178
-22.8231702,-43.3282178
-22.9124679,-43.2847114
-22.87169,-43.2843164
-22.8096317,-43.37038
-22.9124679,-43.2847114
-22.8129504,-43.3734485
-22.8681075,-43.3175202
-22.9143928,-43.3925253
-22.82429,-43.3313432
-22.8127726,-43.3729163
-22.875792,-43.2134484
-22.8133492,-43.3588537
-22.8724932,-43.4313632
-22.8851702,-43.4801743
-22.8453925,-43.3728611
-22.893123,-43.4698972
-22.8464349,-43.2994514
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8481327,-43.3406257
-22.8491091,-43.2664536
-22.8222682,-43.3077542
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8456875,-43.3748617
-22.8461178,-43.3744866
-22.8870327,-43.425942
-22.8870327,-43.425942
-22.8892352,-43.4717469
-22.8495839,-43.2595358
-22.846449,-43.3729033
-22.846449,-43.3729033
-22.837611,-43.3391216
-22.8843108,-43.4097222
-22.8882877,-43.3981077
-22.9328291,-43.6347062
-22.734367,-43.4747668
-22.7337985,-43.474195
-22.9003858,-43.5667525
-22.9303174,-43.6327327
-22.7418148,-43.4908214
-22.7889956,-43.5558519
-22.7455016,-43.4176296
-22.8992229,-43.560464
-22.7431291,-43.4831362
-22.7389125,-43.4898678
-22.8921139,-43.4708734
-22.8950167,-43.473069
-22.6459945,-43.3970882
-22.9308913,-43.6395566
-22.7447268,-43.4821425
-22.7447268,-43.4821425
-22.7447268,-43.4821425
-22.747218,-43.421725
-22.721109,-43.5745099
-22.8019017,-43.4112683
-22.917025,-43.6336038
-22.8718916,-43.8089843
-22.7362317,-43.481238
-22.9019266,-43.5601539
-22.8715857,-43.5606942
-22.7427286,-43.4884884
-22.7982026,-43.4070557
-22.7994638,-43.4082456
-22.897914,-43.8518215
-22.7419527,-43.4881075
-22.7510555,-43.4578863
-22.724436,-43.578714
-22.9016052,-43.566101
-22.7420084,-43.4036484
-22.8985346,-43.5587806
-22.7503227,-43.457556
-22.8019863,-43.4072685
-22.7469342,-43.488089
-22.7117134,-43.5685643
-22.8718106,-43.5637979
-22.9293907,-43.2454824
-22.8115168,-43.3196006
-22.9230334,-43.2429879
-22.9230334,-43.2429879
-22.8064027,-43.1788057
-22.8988231,-43.216979
-22.8165095,-43.4065421
-22.8107868,-43.3252196
-22.8083733,-43.329594
-22.8977863,-43.4409994
-22.9285727,-43.2468793
-22.8979976,-43.4425725
-22.9202489,-43.2398932
-22.7994943,-43.175927
-22.8096001,-43.3254512
-22.8855383,-43.4419118
-22.9137422,-43.2450221
-22.8839566,-43.4554504
-22.9294112,-43.2481057
-22.9189247,-43.5610893
-22.8753965,-43.554842
-22.9262342,-43.6832845
-22.9263554,-43.632456
-22.6954077,-43.4217184
-22.7525295,-43.4485482
-22.8532934,-43.3605928
-22.9070282,-43.6111322
-22.6942429,-43.4205134
-22.8803503,-43.763274
-22.7674739,-43.4339848
-22.7266579,-43.4618982
-22.7490138,-43.467487
-22.7625962,-43.4862246
-22.9112356,-43.61371
-22.7614797,-43.4474658
-22.7292361,-43.4695684
-22.7370047,-43.4652563
-22.9211341,-43.5592243
-22.9251746,-43.6836374
-22.8108216,-43.3185954
-22.8015426,-43.4253396
-22.8708757,-43.3000319
-22.8663709,-43.4588241
-22.9129268,-43.1825099
-22.717406,-43.3765212
-22.8599585,-43.3468801
-22.8519409,-43.3507756
-22.8010442,-43.4080929
-22.8644222,-43.4543569
-22.8507616,-43.2547695
-22.9035,-43.2096
-22.7891877,-43.3361047
-22.7267216,-43.4542462
-22.8989811,-43.2882737
-22.7851118,-43.3308223
-22.9663683,-43.4118641
-22.7986456,-43.392799
-22.771819,-43.3600299
-22.8841597,-43.4417269
-22.8857181,-43.45312
-22.7600179,-43.4359642
-22.8861218,-43.4527824
-22.8861227,-43.4534011
-22.8941094,-43.3105155
-22.8969367,-43.271996
-22.8861195,-43.4526566
-22.8344843,-43.3601145
-22.7725188,-43.2936042
-22.7917775,-43.3032101
-22.784517,-43.3970187
-22.7910285,-43.3053983
-22.7910285,-43.3053983
-22.791268,-43.388093
-22.4806878,-43.5217939
-22.9868135,-43.2222953
-22.4806878,-43.5217939
-22.5351696,-44.1625336
-22.9853996,-43.2166892
-22.353393,-43.8757822
-22.7969552,-43.4048536
-22.4771766,-43.5217939
-22.788912,-43.3905496
-22.7780365,-43.2913795
-22.7447268,-43.4821425
-22.7866465,-43.3896303
-22.7748436,-43.2936536
-22.5392546,-44.166687
-22.771644,-43.2945351
-22.896514,-43.1933112
-22.9145555,-43.2498352
-22.952427,-43.1827914
-22.9264804,-43.213091
-22.9596012,-43.1762078
-22.9146984,-43.2342804
-22.9205868,-43.1888855
-22.9558014,-43.1785516
-22.8014705,-43.3698436
-22.6923956,-43.4572565
-22.787039,-43.4284279
-22.807329,-43.2070083
-22.9053683,-43.6992741
-22.8108951,-43.2086625
-22.7677921,-43.2924664
-22.7701314,-43.3855652
-22.9215283,-43.3673843
-22.8108951,-43.2086625
-22.8069971,-43.2072382
-22.8524712,-43.3427423
-22.9671632,-43.6965457
-22.7039011,-43.4613905
-22.8814956,-43.5559732
-22.7469817,-43.4849561
-22.8813052,-43.3090072
-22.8539351,-43.3743089
-22.853471,-43.3743135
-22.8533811,-43.3743369
-22.8533629,-43.3742457
-22.85395,-43.3613635
-22.8026909,-43.3652401
-22.8563878,-43.3741968
-22.9209801,-43.3603959
-22.8933528,-43.3049338
-22.8809741,-43.3081306
-22.8533195,-43.3738776
-22.7594652,-43.4474418
-22.8952737,-43.3004636
-22.8794205,-43.3291896
-22.9035,-43.2096
-22.7902047,-43.357825
-22.8756442,-43.3292939
-22.8595857,-43.3567609
-22.8891756,-43.4437898
-22.8578079,-43.3762724
-22.8563557,-43.3768042
-22.7623292,-43.4197804
-22.856672,-43.3623824
-22.8531851,-43.3751901
-22.8538149,-43.3763268
-22.8538149,-43.3763268
-22.8536407,-43.3765205
-22.9175347,-43.2094034
-22.9072135,-43.2352219
-22.9166405,-43.1971643
-22.7896109,-43.1656338
-22.901366,-43.3524833
-22.807667,-43.4143903
-22.727452,-43.4694471
-22.8914814,-43.264239
-22.8914814,-43.264239
-22.9786742,-43.5805152
-22.9247176,-43.5540859
-22.7828348,-43.5251517
-22.854988,-43.376228
-22.8617586,-43.4542464
-22.7886738,-43.3788981
